game_id,round,TP,year,player,teamname,list,team,country,faction,valid
272,2,0,2016,Nathan Bosa,Team UAE,Venethrax 1,1,UAE,cryx,TRUE
273,2,0,2016,Mike Dunlop,Team UAE,Vladimir 3,1,UAE,khador,TRUE
274,2,0,2016,Olivier Gheysen,Team UAE,Wurmwood 1,1,UAE,circle,TRUE
275,2,0,2016,Enrique Sanchez,Team UAE,Haley 2,1,UAE,cygnar,TRUE
276,2,0,2016,Javier Sanchez,Team Spain Red,Irusk 2,1,Spain,khador,TRUE
277,2,0,2016,Fernando Segado,Team Spain Red,Lylyth 3,1,Spain,legion,TRUE
278,2,0,2016,Dorian Gordon,Team Spain Red,Haley 1,1,Spain,cygnar,TRUE
279,2,1,2016,Enrique Lopez,Team Spain Red,Baldur 2,1,Spain,circle,TRUE
280,2,0,2016,Raul Segado,Team Spain Red,Scaverous 1,1,Spain,cryx,TRUE
281,2,1,2016,Fraser Phillips,Team Middle East,Xerxis 1,1,Middle.East,NA,FALSE
282,2,0,2016,Josh Blakemore,Team Middle East,Xerxis 1,1,Middle.East,protectorate,FALSE
283,2,0,2016,Joseph Hanna,Team Middle East,Xerxis 1,1,Middle.East,skorne,TRUE
284,2,0,2016,Eric Liu,Team Middle East,Witch coven 1,1,Middle.East,cryx,TRUE
285,2,0,2016,Bryce Geeraert,Team Middle East,Xerxis 1,1,Middle.East,circle,FALSE
286,2,0,2016,Adam Fox,Team Northern Ireland,Naaresh 1,1,Northern.Ireland,skorne,TRUE
287,2,0,2016,Andy Beattie,Team Northern Ireland,Wurmwood 1,1,Northern.Ireland,circle,TRUE
288,2,0,2016,Gerard O'Brien,Team Northern Ireland,Agathia 1,1,Northern.Ireland,cryx,TRUE
289,2,0,2016,Ian Alderdice,Team Northern Ireland,Rask 1,1,Northern.Ireland,minions,TRUE
290,2,0,2016,Jonathon Graham,Team Northern Ireland,High Reclaimer 1,1,Northern.Ireland,protectorate,TRUE
291,2,0,2016,Lei,Team China Baizen,Lylyth 3,1,China,legion,TRUE
292,2,1,2016,Gua,Team China Baizen,Madrak 2,1,China,trollbloods,TRUE
293,2,1,2016,Wei Jin,Team China Baizen,Karchev 1,1,China,khador,TRUE
294,2,1,2016,Yang Song,Team China Baizen,Ossyan 1,1,China,retribution,TRUE
295,2,1,2016,Youwei Wu,Team China Baizen,Lucant 1,1,China,convergence,TRUE
296,2,0,2016,Byron Liles,Team Wales Dant,Madrak 2,1,Wales,trollbloods,TRUE
297,2,0,2016,Pete Hillard,Team Wales Dant,Strakhov 1,1,Wales,khador,TRUE
298,2,1,2016,Sam Derbyshire,Team Wales Dant,Barnabas 1,1,Wales,minions,TRUE
299,2,0,2016,Terry Slade,Team Wales Dant,Absylonia 2,1,Wales,legion,TRUE
300,2,0,2016,Paul Letherby,Team Wales Dant,Mordikaar 1,1,Wales,skorne,TRUE
301,2,1,2016,Mike Puryear,Team USA Red,Harbinger 1,1,USA,protectorate,TRUE
302,2,1,2016,Billy Robin,Team USA Red,Caine 2,1,USA,cygnar,TRUE
303,2,0,2016,Jason Flanzer,Team USA Red,Madrak 2,1,USA,trollbloods,TRUE
304,2,0,2016,Bret Fogel,Team USA Red,Wurmwood 1,1,USA,circle,TRUE
305,2,0,2016,David Smith,Team USA Red,Ossrum 1,1,USA,mercenaries,TRUE
306,2,1,2016,Dominic Beyeler,Team Switzerland Cheese,Wurmwood 1,1,Switzerland,circle,TRUE
307,2,0,2016,Lorenz Gredig,Team Switzerland Cheese,Skarre 2,1,Switzerland,cryx,TRUE
308,2,1,2016,Henrik Ekholm,Team Switzerland Cheese,Morghoul 1,1,Switzerland,skorne,TRUE
309,2,0,2016,Pascal Kruttli,Team Switzerland Cheese,Carver 1,1,Switzerland,minions,TRUE
310,2,0,2016,Moritz Schwank,Team Switzerland Cheese,Butcher 1,1,Switzerland,khador,TRUE
311,2,0,2016,Jamie Cooke-Rogers,Team England Knights,Lylyth 3,1,England,legion,TRUE
312,2,1,2016,Andy Garrard,Team England Knights,Grissel 2,1,England,trollbloods,TRUE
313,2,1,2016,Andrew Kenny,Team England Knights,Ragnor 1,1,England,trollbloods,TRUE
314,2,1,2016,Andy McBirnie,Team England Knights,Witch coven 1,1,England,cryx,TRUE
315,2,0,2016,Chris Murdoch,Team England Knights,Gorten 1,1,England,mercenaries,TRUE
316,2,1,2016,Luis Leite,Team Portugal Primal,Severius 2,1,Portugal,protectorate,TRUE
317,2,0,2016,Bruno Settimelli,Team Portugal Primal,Ragnor 1,1,Portugal,trollbloods,TRUE
318,2,1,2016,Andre Valentim,Team Portugal Primal,Vyros 2,1,Portugal,retribution,TRUE
319,2,1,2016,Joao Isidro,Team Portugal Primal,Baldur 1,1,Portugal,circle,TRUE
320,2,0,2016,Alberto Santos,Team Portugal Primal,Vladimir 1,1,Portugal,khador,TRUE
321,3,0,2016,Ross Harkin,Team Scotland Bru,Irusk 2,1,Scotland,khador,TRUE
322,3,0,2016,Ian Campbell,Team Scotland Bru,Wurmwood 1,1,Scotland,circle,TRUE
323,3,1,2016,David Mace,Team Scotland Bru,Absylonia 2,1,Scotland,legion,TRUE
324,3,0,2016,Frazer Penman,Team Scotland Bru,Ragnor 1,1,Scotland,trollbloods,TRUE
325,3,0,2016,Nicholas Joyce,Team Scotland Bru,Ossrum 1,1,Scotland,mercenaries,TRUE
326,3,0,2016,Aaron Wale,Team Australia Koala,Scaverous 1,1,Australia,cryx,TRUE
327,3,0,2016,Jeff Galea,Team Australia Koala,Kaelyssa 1,1,Australia,retribution,TRUE
328,3,0,2016,David Potts,Team Australia Koala,Xerxis 1,1,Australia,skorne,TRUE
329,3,0,2016,Peter Bates,Team Australia Koala,Reznik 2,1,Australia,protectorate,TRUE
330,3,0,2016,Josh Bates,Team Australia Koala,Caine 2,1,Australia,cygnar,TRUE
331,3,1,2016,Alfredo Virgillito,Team Germany Red,Madrak 2,1,Germany,trollbloods,TRUE
332,3,1,2016,Florian Platte,Team Germany Red,High Reclaimer 1,1,Germany,protectorate,TRUE
333,3,1,2016,Martin Huf,Team Germany Red,Vayl 2,1,Germany,legion,TRUE
334,3,1,2016,Hinnerk Fischer,Team Germany Red,Thyra 1,1,Germany,protectorate,TRUE
335,3,1,2016,Niels Pecherz,Team Germany Red,Ossyan 1,1,Germany,retribution,TRUE
336,3,0,2016,Nathan Hoole,Team England Lions,Siege 1,1,England,cygnar,TRUE
337,3,0,2016,Ben diBosdari,Team England Lions,Iron Mother 1,1,England,convergence,TRUE
338,3,0,2016,Dominic Leedham,Team England Lions,Caine 2,1,England,cygnar,TRUE
339,3,0,2016,Matt Goligher,Team England Lions,Grim 2,1,England,trollbloods,TRUE
340,3,1,2016,Brett Wilkie,Team England Lions,Baldur 2,1,England,circle,TRUE
341,3,1,2016,Chris Davies,Team Australia Echidna ,Strakhov 1,1,Australia,khador,TRUE
342,3,0,2016,Dyland Simmer,Team Australia Echidna ,Kaelyssa 1,1,Australia,retribution,TRUE
343,3,1,2016,Jack Ding,Team Australia Echidna ,High Reclaimer 1,1,Australia,protectorate,TRUE
344,3,1,2016,Tom Guan,Team Australia Echidna ,Wurmwood 1,1,Australia,circle,TRUE
345,3,1,2016,Colin Hill,Team Australia Echidna ,Rask 1,1,Australia,minions,TRUE
346,3,1,2016,Bryce Johnston,Team Scotland Irn,Amon 1,1,Scotland,protectorate,TRUE
347,3,0,2016,William Cruickshanks,Team Scotland Irn,Lucant 1,1,Scotland,convergence,TRUE
348,3,0,2016,Michael Dick,Team Scotland Irn,Tanith 1,1,Scotland,circle,TRUE
349,3,1,2016,Alasdair Johnstone,Team Scotland Irn,Haley 2,1,Scotland,cygnar,TRUE
350,3,0,2016,Fraser McFetridge,Team Scotland Irn,Rask 1,1,Scotland,minions,TRUE
351,3,1,2016,David Beauchamp,Team Canada Goose,Ossyan 1,1,Canada,retribution,TRUE
352,3,1,2016,Bubba Dalton,Team Canada Goose,Irusk 2,1,Canada,khador,TRUE
353,3,0,2016,Chandler Davidson,Team Canada Goose,Severius 2,1,Canada,protectorate,TRUE
354,3,0,2016,Tim Fung,Team Canada Goose,Wurmwood 1,1,Canada,circle,TRUE
355,3,1,2016,Chris Orr,Team Canada Goose,Kallus 1,1,Canada,legion,TRUE
356,3,0,2016,Erich Hochauer,Team Austria Schnitzel,Iron Mother 1,1,Austria,convergence,TRUE
357,3,1,2016,Wolfgang Weber,Team Austria Schnitzel,Witch coven 1,1,Austria,cryx,TRUE
358,3,1,2016,Florian Hartmann,Team Austria Schnitzel,Vyros 2,1,Austria,retribution,TRUE
359,3,0,2016,Martin Hornacek,Team Austria Schnitzel,Naaresh 1,1,Austria,skorne,TRUE
360,3,0,2016,Stefan Riegler,Team Austria Schnitzel,Vladimir 3,1,Austria,khador,TRUE
361,3,1,2016,Dominik de Cassan,Team Germany Black,Axis 1,1,Germany,convergence,TRUE
362,3,1,2016,Robin Maukisch,Team Germany Black,Baldur 2,1,Germany,circle,TRUE
363,3,1,2016,Moritz Riegler,Team Germany Black,Vyros 2,1,Germany,retribution,TRUE
364,3,1,2016,Sascha Maisel,Team Germany Black,High Reclaimer 2,1,Germany,protectorate,TRUE
365,3,0,2016,Ben Fuzi,Team Germany Black,Sloan 1,1,Germany,cygnar,TRUE
366,3,0,2016,Peter Croft,Team Ireland Ceol,Vayl 2,1,Ireland,legion,TRUE
367,3,1,2016,Patrick Dunford,Team Ireland Ceol,Caine 2,1,Ireland,cygnar,TRUE
368,3,0,2016,Eoin Brennan,Team Ireland Ceol,Wurmwood 1,1,Ireland,circle,TRUE
369,3,0,2016,Conor Burnell,Team Ireland Ceol,Madrak 2,1,Ireland,trollbloods,TRUE
370,3,1,2016,Mark Hayes,Team Ireland Ceol,Ossyan 1,1,Ireland,retribution,TRUE
371,3,1,2016,Jim Gradwell,Team England Roses,Tanith 1,1,England,circle,TRUE
372,3,1,2016,Jun Chan,Team England Roses,Issyria 1,1,England,retribution,TRUE
373,3,1,2016,Ryan Evans,Team England Roses,Witch coven 1,1,England,cryx,TRUE
374,3,1,2016,Phil Shaw,Team England Roses,Vladimir 2,1,England,khador,TRUE
375,3,1,2016,Toby Nathan,Team England Roses,Ragnor 1,1,England,trollbloods,TRUE
376,3,0,2016,Martin Florian,Team Austria Apfelstrudel,Butcher 3,1,Austria,khador,TRUE
377,3,0,2016,Alexander Grob,Team Austria Apfelstrudel,Caine 2,1,Austria,cygnar,TRUE
378,3,1,2016,Daniel Maierl,Team Austria Apfelstrudel,Ossyan 1,1,Austria,retribution,TRUE
379,3,0,2016,Daniel Pawelka,Team Austria Apfelstrudel,Madrak 2,1,Austria,trollbloods,TRUE
380,3,1,2016,Laszlo Vuray,Team Austria Apfelstrudel,Sturm & Drang 1,1,Austria,minions,TRUE
381,3,1,2016,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,1,Belgium,cygnar,TRUE
382,3,1,2016,Dirk Pintjens,Team Belgium Prinzesschen,Amon 1,1,Belgium,protectorate,TRUE
383,3,1,2016,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,1,Belgium,cygnar,TRUE
384,3,0,2016,Klaas Luyckx,Team Belgium Prinzesschen,Madrak 2,1,Belgium,trollbloods,TRUE
385,3,1,2016,Laurens Tanguy,Team Belgium Prinzesschen,Vyros 2,1,Belgium,retribution,TRUE
386,3,0,2016,Spyros Karakitsos,Team Greece Epic,Witch coven 1,1,Greece,cryx,TRUE
387,3,0,2016,Andreas Rizopoulos,Team Greece Epic,Xerxis 1,1,Greece,skorne,TRUE
388,3,0,2016,Marios Oikonomopoulos,Team Greece Epic,Lylyth 3,1,Greece,legion,TRUE
389,3,0,2016,Konstantinos Oikonomopoulos,Team Greece Epic,Harkevich 1,1,Greece,khador,TRUE
390,3,0,2016,Giannis Agoras,Team Greece Epic,Lucant 1,1,Greece,convergence,TRUE
391,3,1,2016,Dimitris Kasdiovasilis,Team Greece Prime,Ragnor 1,1,Greece,trollbloods,TRUE
392,3,1,2016,Panagiotis Demiris,Team Greece Prime,Zaal 1,1,Greece,skorne,TRUE
393,3,0,2016,Nikos Kerazoglou,Team Greece Prime,Harkevich 1,1,Greece,khador,TRUE
394,3,1,2016,Orestis Argiropoulos,Team Greece Prime,Agathia 1,1,Greece,cryx,TRUE
395,3,1,2016,George Banavos,Team Greece Prime,Rasheth 1,1,Greece,skorne,TRUE
396,3,1,2016,Mikhail Novikov,Team Russia Bears,Amon 1,1,Russia,protectorate,TRUE
397,3,1,2016,Dmitry Khalansky,Team Russia Bears,Sloan 1,1,Russia,cygnar,TRUE
398,3,1,2016,Artem Volik,Team Russia Bears,Issyria 1,1,Russia,retribution,TRUE
399,3,1,2016,Andrei Ivanov,Team Russia Bears,Deneghra 1,1,Russia,cryx,TRUE
400,3,1,2016,Bogdan Novikov,Team Russia Bears,Baldur 2,1,Russia,circle,TRUE
401,3,1,2016,Peter Bom Jensen,Team Denmark Asgaard,Wurmwood 1,1,Denmark,circle,TRUE
402,3,1,2016,Nikolaj Ulf,Team Denmark Asgaard,Irusk 2,1,Denmark,khador,TRUE
403,3,0,2016,Sebastian Kaas Petersen,Team Denmark Asgaard,Vayl 2,1,Denmark,legion,TRUE
404,3,1,2016,Frederik Munch,Team Denmark Asgaard,Gorten 1,1,Denmark,mercenaries,TRUE
405,3,0,2016,Marc Nielsen,Team Denmark Asgaard,High Reclaimer 1,1,Denmark,protectorate,TRUE
406,3,1,2016,Cory Doyle,Team Canada Moose,Kreoss 3,1,Canada,protectorate,TRUE
407,3,1,2016,RJ Marchant,Team Canada Moose,Lylyth 3,1,Canada,legion,TRUE
408,3,1,2016,Dustin McWhirter,Team Canada Moose,Haley 1,1,Canada,cygnar,TRUE
409,3,1,2016,Lukasz Kruszenski,Team Canada Moose,Vayl 2,1,Canada,NA,FALSE
410,3,1,2016,Jeff Everitt,Team Canada Moose,Butcher 1,1,Canada,khador,TRUE
411,3,0,2016,Tim Bossuyt,Team Belgium Victorious Secret,Skarre 2,1,Belgium,cryx,TRUE
412,3,1,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,1,Belgium,khador,TRUE
413,3,1,2016,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,1,Belgium,legion,TRUE
414,3,1,2016,Steven De Canck,Team Belgium Victorious Secret,Skarre 2,1,Belgium,khador,FALSE
415,3,1,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,1,Belgium,mercenaries,TRUE
416,3,1,2016,Tatu Purhonen,Team Finland Väinämöinen,Kromac 2,1,Finland,circle,TRUE
417,3,1,2016,Tero Sarkijarvi,Team Finland Väinämöinen,Goreshade 1,1,Finland,cryx,TRUE
418,3,1,2016,Pauli Lehtoranta,Team Finland Väinämöinen,Rask 1,1,Finland,minions,TRUE
419,3,0,2016,Jaakko Uusitupa,Team Finland Väinämöinen,Haley 1,1,Finland,cygnar,TRUE
420,3,0,2016,Mikko Heinola,Team Finland Väinämöinen,Severius 2,1,Finland,protectorate,TRUE
421,3,1,2016,Frederik Punt,Team Netherlands Van Gogh,Rask 1,1,Netherlands,minions,TRUE
422,3,1,2016,Casper Jellema,Team Netherlands Van Gogh,Wurmwood 1,1,Netherlands,circle,TRUE
423,3,1,2016,Sietse Sommeling,Team Netherlands Van Gogh,Issyria 1,1,Netherlands,retribution,TRUE
424,3,1,2016,Georg Buscha,Team Netherlands Van Gogh,Helynna 1,1,Netherlands,retribution,TRUE
425,3,0,2016,Paul de Geus,Team Netherlands Van Gogh,Lylyth 3,1,Netherlands,legion,TRUE
426,3,1,2016,Brian Marino,Team USA Blue,Vayl 2,1,USA,legion,TRUE
427,3,0,2016,Julien Lesage,Team USA Blue,Doomshaper 3,1,USA,trollbloods,TRUE
428,3,0,2016,Jay Larsen,Team USA Blue,Ragnor 1,1,USA,trollbloods,TRUE
429,3,0,2016,Dan Yount,Team USA Blue,Wurmwood 1,1,USA,circle,TRUE
430,3,0,2016,Jeremy Lee,Team USA Blue,Kromac 2,1,USA,circle,TRUE
431,3,1,2016,Wiktor Harezlak,Team Poland Marmots,Asphyxious 3,1,Poland,cryx,TRUE
432,3,1,2016,Rafal Anusiak,Team Poland Marmots,Ossrum 1,1,Poland,mercenaries,TRUE
433,3,0,2016,Jaromir Skirmuntt,Team Poland Marmots,Ossyan 1,1,Poland,retribution,TRUE
434,3,1,2016,Mateusz Szulc,Team Poland Marmots,Gorten 1,1,Poland,mercenaries,TRUE
435,3,1,2016,Adam Szugajew,Team Poland Marmots,Irusk 2,1,Poland,khador,TRUE
436,3,0,2016,Karol Sosnowski,Team Poland Storks,Wurmwood 1,1,Poland,circle,TRUE
437,3,1,2016,Adam Szymanski,Team Poland Storks,Stryker 1,1,Poland,cygnar,TRUE
438,3,0,2016,Piotr Gotowiec,Team Poland Storks,Irusk 2,1,Poland,khador,TRUE
439,3,0,2016,Mateusz Dziewanowski,Team Poland Storks,Helynna 1,1,Poland,retribution,TRUE
440,3,1,2016,Andrzej Reszelski,Team Poland Storks,Amon 1,1,Poland,protectorate,TRUE
441,3,0,2016,Aleksei Guk,Team Russia Desmans,Helynna 1,1,Russia,retribution,TRUE
442,3,0,2016,Dmitrii Tochenov,Team Russia Desmans,Vyros 2,1,Russia,retribution,TRUE
443,3,0,2016,Alexander Loginov,Team Russia Desmans,Haley 3,1,Russia,cygnar,TRUE
444,3,0,2016,Konstantin Kruchinin,Team Russia Desmans,Haley 2,1,Russia,cygnar,TRUE
445,3,0,2016,Kirill Ustilovskiy,Team Russia Desmans,Karchev 1,1,Russia,NA,FALSE
446,3,1,2016,Teemu Aro,Team Finland Ilmarinen,Vladimir 2,1,Finland,khador,TRUE
447,3,1,2016,Teppo Aro,Team Finland Ilmarinen,Nemo 3,1,Finland,cygnar,TRUE
448,3,1,2016,Samu Jarvinen,Team Finland Ilmarinen,Wurmwood 1,1,Finland,circle,TRUE
449,3,1,2016,Hermanni Raatevaara,Team Finland Ilmarinen,Irusk 2,1,Finland,khador,TRUE
450,3,0,2016,Iiro Järvenpää,Team Finland Ilmarinen,Zaal 1,1,Finland,skorne,TRUE
451,3,1,2016,Rob Read,Team Ireland Craic,Kreoss 1,1,Ireland,protectorate,TRUE
452,3,1,2016,Dan Porter,Team Ireland Craic,Haley 2,1,Ireland,cygnar,TRUE
453,3,0,2016,Patrick Long,Team Ireland Craic,Madrak 2,1,Ireland,trollbloods,TRUE
454,3,1,2016,Michael Porter,Team Ireland Craic,Thagrosh 2,1,Ireland,legion,TRUE
455,3,1,2016,Ciaran Bolger,Team Ireland Craic,Naaresh 1,1,Ireland,skorne,TRUE
456,3,0,2016,Enrique Sanchez,Team UAE,Haley 2,1,UAE,cygnar,TRUE
457,3,0,2016,Nathan Bosa,Team UAE,Deneghra 1,1,UAE,cryx,TRUE
458,3,0,2016,John Helz,Team UAE,Grissel 2,1,UAE,trollbloods,TRUE
459,3,0,2016,Mike Dunlop,Team UAE,Vladimir 3,1,UAE,khador,TRUE
460,3,0,2016,Olivier Gheysen,Team UAE,Wurmwood 1,1,UAE,circle,TRUE
461,3,1,2016,Pete Hillard,Team Wales Dant,Butcher 3,1,Wales,khador,TRUE
462,3,1,2016,Paul Letherby,Team Wales Dant,Mordikaar 1,1,Wales,skorne,TRUE
463,3,0,2016,Byron Liles,Team Wales Dant,Madrak 2,1,Wales,trollbloods,TRUE
464,3,1,2016,Terry Slade,Team Wales Dant,Vayl 2,1,Wales,legion,TRUE
465,3,1,2016,Sam Derbyshire,Team Wales Dant,Barnabas 1,1,Wales,minions,TRUE
466,3,1,2016,Marc de Ruiter,Team Netherlands Vermeer,Vyros 2,1,Netherlands,retribution,TRUE
467,3,1,2016,Maarten Koopmans,Team Netherlands Vermeer,Xerxis 1,1,Netherlands,skorne,TRUE
468,3,0,2016,Michael Boom,Team Netherlands Vermeer,Amon 1,1,Netherlands,protectorate,TRUE
469,3,1,2016,Marnix Baas,Team Netherlands Vermeer,Irusk 2,1,Netherlands,khador,TRUE
470,3,0,2016,Michiel Smits,Team Netherlands Vermeer,Madrak 2,1,Netherlands,trollbloods,TRUE
471,3,1,2016,Mike Puryear,Team USA Red,Harbinger 1,1,USA,protectorate,TRUE
472,3,1,2016,Billy Robin,Team USA Red,Caine 2,1,USA,cygnar,TRUE
473,3,1,2016,Jason Flanzer,Team USA Red,Harbinger 1,1,USA,trollbloods,FALSE
474,3,0,2016,Bret Fogel,Team USA Red,Wurmwood 1,1,USA,circle,TRUE
475,3,1,2016,David Smith,Team USA Red,Damiano 1,1,USA,mercenaries,TRUE
476,3,1,2016,Tomas Sedlon,Team Czech Republic White,Irusk 2,1,Czech.Republic,khador,TRUE
477,3,0,2016,Jiri Kares,Team Czech Republic White,Wurmwood 1,1,Czech.Republic,circle,TRUE
478,3,1,2016,Vojtech Medonos,Team Czech Republic White,Doomshaper 2,1,Czech.Republic,trollbloods,TRUE
479,3,0,2016,Josef Skladanka,Team Czech Republic White,Haley 3,1,Czech.Republic,cygnar,TRUE
480,3,0,2016,Stepan Slavik,Team Czech Republic White,Lylyth 3,1,Czech.Republic,legion,TRUE
481,4,0,2016,Hinnerk Fischer,Team Germany Red,Severius 2,1,Germany,protectorate,TRUE
482,4,1,2016,Florian Platte,Team Germany Red,High Reclaimer 1,1,Germany,protectorate,TRUE
483,4,0,2016,Alfredo Virgillito,Team Germany Red,Madrak 2,1,Germany,trollbloods,TRUE
484,4,0,2016,Martin Huf,Team Germany Red,Kallus 1,1,Germany,legion,TRUE
485,4,1,2016,Niels Pecherz,Team Germany Red,Vyros 2,1,Germany,retribution,TRUE
486,4,1,2016,Christoffer Wedding,Team Sweden Nobel,Issyria 1,1,Sweden,retribution,TRUE
487,4,0,2016,Andreas Holm,Team Sweden Nobel,Ossyan 1,1,Sweden,retribution,TRUE
488,4,1,2016,Filip Zingmark,Team Sweden Nobel,Tanith 1,1,Sweden,circle,TRUE
489,4,1,2016,Olov Winroth,Team Sweden Nobel,Haley 3,1,Sweden,cygnar,TRUE
490,4,1,2016,Johan Dyrlind,Team Sweden Nobel,Karchev 1,1,Sweden,khador,TRUE
491,4,0,2016,Chris Davies,Team Australia Echidna ,Irusk 2,1,Australia,khador,TRUE
492,4,1,2016,Dyland Simmer,Team Australia Echidna ,Rahn 1,1,Australia,retribution,TRUE
493,4,0,2016,Jack Ding,Team Australia Echidna ,High Reclaimer 1,1,Australia,protectorate,TRUE
494,4,1,2016,Tom Guan,Team Australia Echidna ,Wurmwood 1,1,Australia,circle,TRUE
495,4,1,2016,Colin Hill,Team Australia Echidna ,Rask 1,1,Australia,minions,TRUE
496,4,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Gunnbjorn 1,1,Italy,trollbloods,TRUE
497,4,1,2016,Daniele Diaspro,Team Italy Michaelangelo,Ossyan 1,1,Italy,retribution,TRUE
498,4,0,2016,Marco Elitropi,Team Italy Michaelangelo,High Reclaimer 1,1,Italy,protectorate,TRUE
499,4,0,2016,Emiliano Traversi,Team Italy Michaelangelo,Thagrosh 1,1,Italy,legion,TRUE
500,4,0,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,1,Italy,cygnar,TRUE
501,4,0,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,1,Belgium,mercenaries,TRUE
502,4,1,2016,Niels De Vlieger,Team Belgium Victorious Secret,Kallus 1,1,Belgium,legion,TRUE
503,4,0,2016,Tim Bossuyt,Team Belgium Victorious Secret,Scaverous 1,1,Belgium,cryx,TRUE
504,4,0,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,1,Belgium,khador,TRUE
505,4,0,2016,Steven De Canck,Team Belgium Victorious Secret,Irusk 2,1,Belgium,khador,TRUE
506,4,1,2016,Phil Shaw,Team England Roses,Vladimir 2,1,England,khador,TRUE
507,4,0,2016,Ryan Evans,Team England Roses,Deneghra 1,1,England,cryx,TRUE
508,4,1,2016,Jun Chan,Team England Roses,Issyria 1,1,England,retribution,TRUE
509,4,1,2016,Jim Gradwell,Team England Roses,Tanith 1,1,England,circle,TRUE
510,4,1,2016,Toby Nathan,Team England Roses,Ragnor 1,1,England,trollbloods,TRUE
511,4,0,2016,Casper Jellema,Team Netherlands Van Gogh,Wurmwood 1,1,Netherlands,circle,TRUE
512,4,0,2016,Sietse Sommeling,Team Netherlands Van Gogh,Issyria 1,1,Netherlands,retribution,TRUE
513,4,0,2016,Paul de Geus,Team Netherlands Van Gogh,Lylyth 1,1,Netherlands,legion,TRUE
514,4,0,2016,Frederik Punt,Team Netherlands Van Gogh,Rask 1,1,Netherlands,minions,TRUE
515,4,0,2016,Georg Buscha,Team Netherlands Van Gogh,Kaelyssa 1,1,Netherlands,retribution,TRUE
516,4,1,2016,Aaron Wale,Team Australia Koala,Scaverous 1,1,Australia,cryx,TRUE
517,4,1,2016,Jeff Galea,Team Australia Koala,Kaelyssa 1,1,Australia,retribution,TRUE
518,4,0,2016,David Potts,Team Australia Koala,Xerxis 1,1,Australia,skorne,TRUE
519,4,1,2016,Peter Bates,Team Australia Koala,Reznik 2,1,Australia,protectorate,TRUE
520,4,1,2016,Josh Bates,Team Australia Koala,Caine 2,1,Australia,cygnar,TRUE
521,4,0,2016,Nicholas Joyce,Team Scotland Bru,Ossrum 1,1,Scotland,mercenaries,TRUE
522,4,0,2016,Frazer Penman,Team Scotland Bru,Madrak 2,1,Scotland,trollbloods,TRUE
523,4,0,2016,Ian Campbell,Team Scotland Bru,Wurmwood 1,1,Scotland,circle,TRUE
524,4,0,2016,David Mace,Team Scotland Bru,Lylyth 3,1,Scotland,legion,TRUE
525,4,0,2016,Ross Harkin,Team Scotland Bru,Irusk 2,1,Scotland,khador,TRUE
526,4,1,2016,Jeff Everitt,Team Canada Moose,Butcher 1,1,Canada,khador,TRUE
527,4,1,2016,Cory Doyle,Team Canada Moose,Kreoss 3,1,Canada,protectorate,TRUE
528,4,0,2016,Lukasz Kruszenski,Team Canada Moose,Vayl 2,1,Canada,NA,FALSE
529,4,1,2016,RJ Marchant,Team Canada Moose,Lylyth 3,1,Canada,legion,TRUE
530,4,1,2016,Dustin McWhirter,Team Canada Moose,Stryker 2,1,Canada,cygnar,TRUE
531,4,1,2016,Tero Sarkijarvi,Team Finland Väinämöinen,Goreshade 1,1,Finland,cryx,TRUE
532,4,0,2016,Mikko Heinola,Team Finland Väinämöinen,Amon 1,1,Finland,protectorate,TRUE
533,4,1,2016,Tatu Purhonen,Team Finland Väinämöinen,Kromac 2,1,Finland,circle,TRUE
534,4,0,2016,Jaakko Uusitupa,Team Finland Väinämöinen,Haley 2,1,Finland,cygnar,TRUE
535,4,1,2016,Pauli Lehtoranta,Team Finland Väinämöinen,Rask 1,1,Finland,minions,TRUE
536,4,1,2016,Rafal Anusiak,Team Poland Marmots,Ossrum 1,1,Poland,mercenaries,TRUE
537,4,1,2016,Mateusz Szulc,Team Poland Marmots,Magnus 2,1,Poland,mercenaries,TRUE
538,4,1,2016,Jaromir Skirmuntt,Team Poland Marmots,Ossyan 1,1,Poland,retribution,TRUE
539,4,0,2016,Wiktor Harezlak,Team Poland Marmots,Skarre 1,1,Poland,cryx,TRUE
540,4,1,2016,Adam Szugajew,Team Poland Marmots,Irusk 2,1,Poland,khador,TRUE
541,4,0,2016,Bogdan Novikov,Team Russia Bears,Baldur 2,1,Russia,circle,TRUE
542,4,0,2016,Andrei Ivanov,Team Russia Bears,Witch coven 1,1,Russia,cryx,TRUE
543,4,1,2016,Mikhail Novikov,Team Russia Bears,Amon 1,1,Russia,protectorate,TRUE
544,4,1,2016,Artem Volik,Team Russia Bears,Ossyan 1,1,Russia,retribution,TRUE
545,4,1,2016,Dmitry Khalansky,Team Russia Bears,Haley 2,1,Russia,cygnar,TRUE
